Input,Target,Prediction
storm make of fear people mighty riverbank power sky on,mighty storm on riverbank make people fear power of sky,mighty storm on riverbank make people fear power of sky
feather truth father from venerated hears in of maat temple,venerated father hears truth from feather of maat in temple,venerated father hears truth from feather of maat in temple
bolt strong the the behind wall of city door stay,door bolt of the city stay strong behind the wall,door bolt of the city stay strong behind the wall
strength heart snake protection sees / force man fear,man sees snake fear heart strength / force protection,man sees snake fear heart strength / force protection
altar god conical loaf / peace (give) temple vessel offering of jar bread loaf,offering loaf of bread conical loaf (give) jar vessel temple god peace / altar,offering loaf of bread conical loaf (give) jar vessel temple god peace / altar
god truth of the seated heart and sees every person,seated god sees the heart and truth of every person,seated god sees the heart and truth of every person
handle life temple offering altar bread peace vessel loaf / of jar with god basket authority,basket with handle offering loaf of bread jar vessel temple god peace / altar life authority,basket with handle offering loaf of bread jar vessel temple god peace / altar life authority
do work / hand forearm life people power strength force,forearm hand power strength / force work do life people,forearm hand power strength / force work do life people
play the great in board senet the king stone house,great king play the senet board in the stone house,great king play the senet board in the stone house
to the king carry jar milk loaf conical and servant,servant carry milk jar and conical loaf to the king,servant carry milk jar and conical loaf to the king
to bread loaf sweet youth of the heart strength give,sweet loaf of bread give strength to the youth heart,sweet loaf of bread give strength to the youth heart
board the lord senet the on venerated road riverbank play,venerated lord play the senet board on the riverbank road,venerated lord play the senet board on the riverbank road
