Input,Target,Prediction
house sky ba horizon ka town emerge (soul) (spirit) / city,ba (soul) ka (spirit) emerge house city / town horizon sky,ba (soul) ka (spirit) emerge house city / town horizon sky
opens house gate,gate opens house,gate opens house
negation (no/not) woman milk speak jar eat sweet / house drink /,woman negation (no/not) eat / drink / speak sweet milk jar house,woman negation (no/not) eat / drink / speak sweet milk jar house
live riverbank lake field people beside,people live beside lake riverbank field,people live beside field riverbank lake
throne seat king,throne seat king,seat throne king
do servant work,servant do work,servant do work
servant grain sickle man pellet field cut,sickle cut grain pellet field servant man,sickle cut grain pellet field servant man
stone the use scribe and to make chisel gate temple,scribe use chisel and stone to make the temple gate,scribe use chisel and stone to make the temple gate
temple stone people emerge back behind above great road / / mighty,people emerge above road behind / back great / mighty stone temple,people emerge above road behind / back great / mighty stone temple
peace gate above satisfy god / give people / city town heart to deity,god / deity to give peace / satisfy heart above people city town gate,god / deity to give peace / satisfy heart above people city town gate
snake cobra man see,man see cobra snake,man see cobra snake
king gives tethering rope,king gives tethering rope,king gives tethering rope
people protect river god,god protect river people,god protect river people
road crosses desert,road crosses desert,road crosses desert
soul becomes god great,soul becomes great god,soul becomes great god
emerge water ripple (ankh) field river life,life (ankh) emerge water ripple river field,life (ankh) emerge water ripple river field
forearm hand power,forearm hand power,forearm hand power
people handle basket food life offering with,basket with handle offering food people life,basket with handle offering food people life
records writing life scribe /,writing / scribe records life,writing / scribe records life
the in chisel stay temple adze and stool on mat,chisel and adze stay on the stool mat in temple,chisel and adze stay on the stool mat in temple
man gate stone the old a sees,the old man sees a stone gate,the old man sees a stone gate
king of truth people the the hears,the king hears the truth of people,the king hears the truth of people
sky horizon above,above horizon sky,horizon above sky
horizon bird upon star sky / head face eye of sees,eye sees face / upon head of bird sky star horizon,eye sees face / upon head of bird sky star horizon
sky the spirit path to ka the finds,the spirit ka finds the path to sky,the spirit ka finds the path to sky
lives house family,family lives house,family lives house
sees above / behind back beautiful soul good lake river / lotus (ba) plant,soul (ba) sees lotus plant above lake behind / back beautiful / good river,soul (ba) sees lotus plant above lake behind / back beautiful / good river
life god upon soul peace above / satisfy / face (ba) heart,heart peace / satisfy soul (ba) above face / upon god life,heart peace / satisfy soul (ba) above face / upon god life
shelter city town door gate reed / town house bolt,gate door bolt reed shelter house city / town town,gate door bolt reed shelter house city / town town
house man brick builds,man builds house brick,man builds house brick
people house build,people build house,people build house
town beautiful city,beautiful city town,beautiful city town
fly riverbank the father stone of soul ba road above,soul ba of father fly above the riverbank road stone,soul ba of father fly above the riverbank road stone
