Input,Target,Prediction
all souls of finds the lord great content,the lord of all souls finds great content,the lord of all souls finds great content
for grain are jars thousand a king of,a thousand jars of grain are for king,a thousand jars of grain are for king
body soul life within places god granting,god places soul within body granting life,god places soul within body granting life
jar milk mother youth gently to gives,mother gives milk jar to youth gently,mother gives milk jar to youth gently
high above temple the gate is a star,a star is above the high temple gate,a star is above the high temple gate
a star city great above the town shines,a star shines above the great city town,a star shines above the great city town
chick on the sits quail stone brick the,the quail chick sits on the stone brick,the quail chick sits on the stone brick
on brick warm animal the remains belly the,the animal belly remains on the warm brick,the animal belly remains on the warm brick
authority leads city a man with the people,a man with authority leads the city people,a man with authority leads the city people
house inside scroll scribe reads quietly,scribe reads scroll inside house quietly,scribe reads scroll inside house quietly
mother awaiting stands return at gate child,mother stands at gate awaiting child return,mother stands at gate awaiting child return
sun great the the power gives fire of,the great power of the sun gives fire,the great power of the sun gives fire
desert the in hare the field green hides,the desert hare hides in the green field,the desert hare hides in the green field
every the all sees master the of truth,the master of all every sees the truth,the master of all every sees the truth
the a father hears of youth the voice,a youth hears the voice of the father,a youth hears the voice of the father
the plant river grows lotus a in beautiful,a beautiful lotus plant grows in the river,a beautiful lotus plant grows in the river
the with king a authority speaks to god,a king with authority speaks to the god,a king with authority speaks to the god
the seated man of sees heart the god,the seated god sees the heart of man,the seated god sees the heart of man
reverence into youth follows temple with father,youth follows father into temple with reverence,youth follows father into temple with reverence
mother to the beautiful birth a youth gives,the mother gives birth to a beautiful youth,the mother gives birth to a beautiful youth
man a sits small the stool mat upon,a man sits upon the small stool mat,a man sits upon the small stool mat
great a thousand bricks build town the city,a thousand bricks build the great city town,a thousand bricks build the great city town
