Input,Target,Prediction
temple bread loaf offering king gives,king gives offering bread loaf temple,king gives offering bread loaf temple
peace stool mat rests house man,man rests house stool mat peace,man rests house stool mat peace
rests mat shelter reed man stool,man rests reed shelter stool mat,man rests reed shelter house mat
stroke great (plural / thing big marker) great stroke / single mighty,single stroke stroke (plural marker) thing great / big great / mighty,single stroke stroke (plural marker) thing great / big great / mighty
plant like jar example) / as (or sweet heart lotus milk,sweet like / as (or example) lotus plant milk jar heart,heart sweet like / as (or example) lotus plant milk jar
pellet jars grain thousand people gather,people gather grain pellet thousand jars,people gather grain pellet thousand jars
shelter     city     house     town     reed     people,reed shelter house people town city,reed shelter house people town city
river     people     lotus     plant     gather,people gather lotus plant river,people gather lotus plant river
force strength backbone grants god,god grants strength force backbone,god grants strength force backbone
the     god     gate     opens     the,the god opens the gate,the god opens the gate
above side underground face back behind rib horizon upon,above behind back face upon side rib underground horizon,above behind back face upon side rib underground horizon
storm     star     moon     horizon     sky     fire,fire storm sky star moon horizon,fire storm sky star moon horizon
good (ankh) mother life woman youth beautiful love / heart,woman beautiful / good heart love mother youth life (ankh),woman beautiful / good heart love mother youth life (ankh)
horizon opens west gate god underground,god opens gate west underground horizon,god opens gate west underground horizon
god star sky watches soul ba,god watches soul ba sky star,god watches soul ba sky star
power mighty god ring king throne great seated authority,throne seated god king authority great mighty ring power,throne seated god king authority great mighty ring power
protects authority power people king,king protects people power authority,king protects people power authority
pillar (djed) power great stability / grandfather (ankh) life authority / mighty,life (ankh) stability (djed) pillar / grandfather power authority great / mighty,life (ankh) stability (djed) pillar / grandfather power authority great / mighty
/ bread of loaf mouth eat milk jar speak drink / jar,mouth eat / drink / speak loaf of bread milk jar jar,mouth eat / drink / speak loaf of bread milk jar jar
milk with / stool basket handle mat jar ring vessel jar,stool / mat basket with handle ring vessel jar milk jar,stool / mat basket with handle ring vessel jar milk jar
plow field grain hoe pellet food,hoe plow field grain pellet food,hoe plow field grain pellet food
lotus clump papyrus plant plant lake reed leaf field,lotus plant papyrus clump reed leaf plant field lake,lotus plant papyrus clump reed leaf plant field lake
swallow star watches god sky,god watches sky star swallow,god watches star sky swallow
mat rests man peace stool,man rests stool mat peace,man rests house stool mat peace
bread people offer loaf of,people offer loaf of bread,people offer loaf of bread
king the above stands people,the king stands above people,the king stands above people
ka house sky star (soul) (ankh) (spirit) emerge horizon ba life,ba (soul) ka (spirit) emerge house life (ankh) horizon sky star,ba (soul) ka (spirit) emerge house life (ankh) horizon sky star
make temple cut chisel throne stone seat,chisel cut stone make throne seat temple,chisel cut stone make throne seat temple
river west man road horizon walks,man walks road river west horizon,man walks road river west horizon
