Input,Target,Prediction
king the of makes an offering fire,the king makes an offering of fire,the king makes an offering of fire
force / strength fire heart fear storm,fire storm strength / force fear heart,fire storm strength / force fear heart
river above bank stays the the horizon,the horizon stays above the river bank,the horizon stays above the river bank
ox finds the master head of the,the master finds the head of ox,the master finds the head of ox
/ road gate people city town,road city / town gate people,road city / town gate people
of lord all the sees the backbone,the lord of all sees the backbone,the lord of all sees the backbone
a of grain woman the basket finds,the woman finds a basket of grain,the woman finds a basket of grain
field reed / pellet leaf life grain offering plant,reed leaf plant field grain / pellet life offering,reed leaf plant field grain / pellet life offering
life scarab becomes symbol rebirth of,scarab becomes life symbol of rebirth,scarab becomes life symbol of rebirth
snake power cobra / strength god force fear,cobra fear power god snake strength / force,cobra fear power god snake strength / force
desert west (ba) hill soul underground horizon,desert hill horizon west underground soul (ba),desert hill horizon west underground soul (ba)
scribe the of the voice god hears,the scribe hears the voice of god,the scribe hears the voice of god
grain river / ripple field pellet water,river water ripple field grain / pellet,river water ripple field grain / pellet
/ to (ankh) rebirth become scarab become life,scarab / become to become life (ankh) rebirth,scarab / become to become life (ankh) rebirth
star the gate city a above sits,a star sits above the city gate,a star sits above the city gate
in a the find people lake desert,the people find a lake in desert,the people find a lake in desert
authority hand forearm strength / power force,forearm hand strength / force power authority,forearm hand power authority strength / force
of the bird head finds the youth,the youth finds the head of bird,the youth finds the head of bird
the soul star the returns above to,the soul returns to the star above,the soul returns to the star above
a in the becomes snake desert soul,the soul becomes a snake in desert,the soul becomes a snake in desert
in star sees the sky the king,the king sees the star in sky,the king sees the star in sky
above lord throne the the upon sits,the lord sits upon the throne above,the lord sits upon the throne above
gate people town road / city,road city / town gate people,road city / town gate people
sedge gives to king the the god,the king gives the sedge to god,the king gives the sedge to god
gives great authority god the to king,the great god gives authority to king,the great god gives authority to king
grain hoe pellet plant field / plows (tills),hoe plows (tills) field plant grain / pellet,hoe plows (tills) field plant grain / pellet
great exists the in sky the god,the great god exists in the sky,the great god exists in the sky
good life peace / content (satisfied) beautiful heart /,beautiful / good life peace / content (satisfied) heart,beautiful / good life peace / content (satisfied) heart
jar sits scribe milk behind the the,the scribe sits behind the milk jar,the scribe sits behind the milk jar
(tills) grain plows cut field / plant pellet,cut plant field plows (tills) grain / pellet,cut plant field plows (tills) grain / pellet
writes scribe in book temple quietly,scribe writes book in temple quietly,scribe writes book in temple quietly
fire a great behind mountain the emerges,a great fire emerges behind the mountain,a great fire emerges behind the mountain
